Job Title,Company Name,Study Level,Experience Level,Contract Type,Region,Skills,Posting Date,Job Link,Disponibilité,Langues,Salary,Mobility
Project Manager,"Wheeler, Frank and Crawford",Bac+3,Expérience entre 2 ans et 5 ans et plus,Temps partiel,International,"SQL, Python, Machine Learning",2026-07-12,https://fakejobsite.com/job/737,In 1 month,English,977,On-site
Project Manager,West LLC,Bac+5,"Etudiant, jeune diplômé et plus",Saisonnier,Le Kef,"SQL, Communication",2025-12-23,https://fakejobsite.com/job/738,Immediate,"French, English, Arabic",1638,Hybrid
Nurse,Simmons and Sons,Bac+3,Entre 5 et 10 ans,Indépendant-Freelance,Tozeur,"Project Management, Data Analysis, SQL",2024-08-08,https://fakejobsite.com/job/739,Immediate,Arabic,1218,Remote
Project Manager,"Spears, Williams and Hart",Bac+3,Moins d'un an,Stage,Tataouine,"SQL, Communication, Leadership, Data Analysis",2026-01-07,https://fakejobsite.com/job/740,In 1 month,"English, Arabic, French",512,Hybrid
Software Engineer,"Bond, Hunt and Lam",Bac+3,Débutant < 2 ans et plus,Fonction publique,Zaghouan,"Leadership, Data Analysis, Java, Python",2026-07-25,https://fakejobsite.com/job/741,In 3 months,"English, French, Arabic",1052,Remote
Software Engineer,"Thomas, Rogers and Flowers",Bac+3,Débutant < 2 ans et plus,Indépendant-Freelance,Sousse,"Data Analysis, SQL, Machine Learning",2025-04-26,https://fakejobsite.com/job/742,In 3 months,French,1302,Remote
Nurse,Williams-Salazar,Bac+5,Expérience entre 2 ans et 5 ans et plus,Temps partiel,DAKAR,"Data Analysis, Python",2026-03-16,https://fakejobsite.com/job/743,In 1 month,Arabic,1298,Remote
Data Scientist,"Booker, Franklin and Boone",Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Temps partiel,TRIPOLI,"Leadership, Project Management, Data Analysis",2026-04-23,https://fakejobsite.com/job/744,In 3 months,"French, English, Arabic",509,On-site
Teacher,Bryant Ltd,Bac+3,Aucune expérience,Stage,Bizerte,"Java, Machine Learning, Data Analysis, Leadership, Project Management",2025-05-22,https://fakejobsite.com/job/745,In 1 month,Arabic,1321,Hybrid
Accountant,Simon-Padilla,Formations professionnelles,"Etudiant, jeune diplômé",Statutaire,Monastir,"Leadership, Data Analysis, Python, Communication",2026-06-10,https://fakejobsite.com/job/746,In 3 months,"English, Arabic, French",1142,Remote
Teacher,"Harris, Russell and Jimenez",Bac+3,Débutant < 2 ans,Indépendant-Freelance,Siliana,"Machine Learning, SQL, Communication",2024-06-01,https://fakejobsite.com/job/747,In 1 month,French,1065,Remote
Project Manager,Salazar Group,Bac+3,Expérience > 10 ans,SIVP,International,"Project Management, SQL",2026-08-03,https://fakejobsite.com/job/748,In 3 months,"French, English",1619,On-site
Accountant,"Cole, Smith and Moore",Formations professionnelles,Entre 5 et 10 ans,Stage,Tataouine,"Data Analysis, Python, Communication, Java",2025-12-02,https://fakejobsite.com/job/749,Immediate,"French, English, Arabic",1109,Hybrid
Nurse,Johnson-Davis,Bac+4,"Etudiant, jeune diplômé et plus",Temps partiel,Ben Arous,"SQL, Machine Learning, Python, Data Analysis",2026-05-19,https://fakejobsite.com/job/750,In 1 month,Arabic,1714,Hybrid
Nurse,Jones and Sons,Bac+2,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,SIVP,International,"Data Analysis, Python, Project Management, Communication",2026-01-18,https://fakejobsite.com/job/751,In 1 month,"Arabic, English, French",916,On-site
Data Scientist,"Saunders, Wolf and Young",Autres,Expérience entre 2 ans et 5 ans et plus,CDD,Tozeur,"Java, Project Management, Python",2024-12-09,https://fakejobsite.com/job/752,In 3 months,"Arabic, French, English",1516,On-site
Accountant,Hernandez Inc,Bac+4,Expérience entre 2 ans et 5 ans,Stage-PFE,Gafsa,"Java, Python, SQL",2024-08-28,https://fakejobsite.com/job/753,In 1 month,Arabic,1583,Hybrid
Software Engineer,Thompson Group,Bac+3,Aucune expérience,SIVP,TRIPOLI,"Data Analysis, Java, Project Management",2024-05-25,https://fakejobsite.com/job/754,In 1 month,English,776,On-site
Accountant,Richards PLC,Bac+2,Débutant < 2 ans,Statutaire,Ariana,"Java, Machine Learning, SQL, Data Analysis",2025-06-14,https://fakejobsite.com/job/755,In 1 month,"French, English, Arabic",1322,Hybrid
Project Manager,Lyons Ltd,Bac+5,Aucune expérience,Intérim,Tozeur,"Python, Leadership",2025-10-25,https://fakejobsite.com/job/756,Immediate,Arabic,1245,Hybrid
Software Engineer,Cameron-Crawford,Bac+4,Expérience entre 2 ans et 5 ans et plus,Indépendant-Freelance,Tataouine,"Leadership, SQL, Java",2026-03-13,https://fakejobsite.com/job/757,Immediate,"French, Arabic, English",1256,Remote
Marketing Manager,"Taylor, Gonzalez and Rogers",Bac+3,Expérience entre 5 ans et 10 ans,Statutaire,Kairouan,"Communication, Python",2024-12-20,https://fakejobsite.com/job/758,In 3 months,"French, English, Arabic",1703,Remote
Marketing Manager,"Mckee, Dawson and Floyd",Formations professionnelles,Entre 5 et 10 ans,Saisonnier,Siliana,"Leadership, Python",2025-05-17,https://fakejobsite.com/job/759,Immediate,"Arabic, French",900,Hybrid
Marketing Manager,Davis Inc,Bac+5,Expérience entre 5 ans et 10 ans,Unspecified,Siliana,"SQL, Leadership, Communication",2026-04-15,https://fakejobsite.com/job/760,In 3 months,"French, Arabic, English",2226,Hybrid
Nurse,"Robinson, Johnson and Barker",Bac+2,Expérience entre 2 ans et 5 ans,CDI,Monastir,"Leadership, Python, Project Management, Communication, Java",2025-10-15,https://fakejobsite.com/job/761,Immediate,"Arabic, French",1794,Hybrid
Accountant,Rush Ltd,Bac+3,"Etudiant, jeune diplômé - Débutant < 2 ans",Temps partiel,DAKAR,"Project Management, Java, Data Analysis, Communication",2024-03-15,https://fakejobsite.com/job/762,In 3 months,French,1124,Hybrid
Marketing Manager,Johnson PLC,Bac+3,Entre 2 et 5 ans,Unspecified,Gafsa,"Data Analysis, Python, Machine Learning, Communication, Java",2025-07-03,https://fakejobsite.com/job/763,Immediate,"English, Arabic",1202,Hybrid
Teacher,Stewart-Marshall,Bac+5,"Etudiant, jeune diplômé",Unspecified,Médenine,"Leadership, Project Management, Machine Learning, SQL",2026-06-17,https://fakejobsite.com/job/764,Immediate,"French, Arabic",1903,Hybrid
Data Scientist,Brown-Waters,Bac,Expérience > 10 ans,Stage,Sfax,"Java, Data Analysis",2024-11-26,https://fakejobsite.com/job/765,In 3 months,"French, Arabic",1614,On-site
Teacher,Cochran Inc,Bac+3,Expérience entre 2 ans et 5 ans et plus,Fonction publique,Abidjan,"Data Analysis, Project Management, Java, Machine Learning, Communication",2026-07-14,https://fakejobsite.com/job/766,In 1 month,"French, English, Arabic",1350,Hybrid
Marketing Manager,Barron Group,Bac+5,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Saisonnier,Ariana,"SQL, Leadership",2024-10-23,https://fakejobsite.com/job/767,In 1 month,English,1715,On-site
Data Scientist,Hall-Nelson,Qualification avant bac,Aucune expérience,Intérim,Kairouan,"Leadership, Machine Learning, Project Management, Data Analysis",2025-05-12,https://fakejobsite.com/job/768,Immediate,English,840,On-site
Project Manager,"Johnson, Waters and Walker",Bac+3,Entre 1 et 2 ans,SIVP,Sfax,"SQL, Data Analysis, Java, Python",2024-02-27,https://fakejobsite.com/job/769,In 3 months,Arabic,1295,Hybrid
Teacher,Park LLC,Bac+5,Plus que 10 ans,Stage-PFE,TRIPOLI,"Project Management, Python, Data Analysis, SQL",2026-07-17,https://fakejobsite.com/job/770,In 1 month,"Arabic, French",1644,Hybrid
Accountant,Brown-Ochoa,Bac+1,"Etudiant, jeune diplômé et plus",Statutaire,Abidjan,"Communication, SQL, Machine Learning, Java, Leadership",2024-01-28,https://fakejobsite.com/job/771,In 3 months,"French, Arabic",999,On-site
Accountant,Griffin-Raymond,Bac+5,Débutant < 2 ans,CDD,Nabeul,"Project Management, Communication",2025-02-04,https://fakejobsite.com/job/772,In 1 month,French,1356,On-site
Teacher,"Fitzgerald, Cortez and Gregory",Bac+2,Débutant < 2 ans et plus,CDI,Monastir,"Machine Learning, Leadership, Communication",2025-08-26,https://fakejobsite.com/job/773,In 3 months,"Arabic, English, French",963,Hybrid
Marketing Manager,Saunders LLC,Bac+3,Expérience entre 5 ans et 10 ans,Alternance,TRIPOLI,"Project Management, Machine Learning",2025-09-20,https://fakejobsite.com/job/774,Immediate,English,1536,Hybrid
Accountant,Hill PLC,Bac+5,Débutant < 2 ans,Saisonnier,International,"Communication, SQL, Java, Leadership, Machine Learning",2026-01-27,https://fakejobsite.com/job/775,In 3 months,French,746,On-site
Project Manager,Perez PLC,Bac+2,Expérience entre 5 ans et 10 ans,Unspecified,Bizerte,"Communication, Machine Learning, Python, Data Analysis",2024-04-10,https://fakejobsite.com/job/776,In 1 month,French,1534,On-site
Software Engineer,Myers-Bailey,Bac+3,Expérience entre 2 ans et 5 ans,Stage-PFE,TRIPOLI,"Project Management, SQL, Leadership",2025-10-21,https://fakejobsite.com/job/777,Immediate,Arabic,1182,On-site
Marketing Manager,"Barrett, Smith and Robinson",Bac+5,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Alternance,Sousse,"Data Analysis, Project Management, Python, Communication",2026-03-20,https://fakejobsite.com/job/778,In 3 months,"Arabic, English, French",1299,Remote
Project Manager,Montgomery-Strong,Bac+5,Expérience entre 2 ans et 5 ans et plus,CDI,Bizerte,"Project Management, Machine Learning",2026-04-22,https://fakejobsite.com/job/779,In 1 month,"English, French, Arabic",1710,On-site
Data Scientist,Perez PLC,Bac+4,Plus que 10 ans,Fonction publique,Ben Arous,"Python, Machine Learning, Project Management",2026-09-24,https://fakejobsite.com/job/780,Immediate,Arabic,735,Remote
Project Manager,Spencer-Evans,Bac+5,Expérience entre 5 ans et 10 ans,Fonction publique,Ben Arous,"Communication, Machine Learning",2024-04-21,https://fakejobsite.com/job/781,In 3 months,"Arabic, English",1182,Hybrid
Marketing Manager,"Gonzalez, Salazar and Rodriguez",Bac+3,Entre 5 et 10 ans,Indépendant-Freelance,Ben Arous,"Data Analysis, Leadership, Communication",2024-10-22,https://fakejobsite.com/job/782,In 1 month,"French, Arabic",1004,Hybrid
Data Scientist,Simon-Richardson,Bac+3,Entre 2 et 5 ans,CDI,Kairouan,"Communication, Python, SQL",2024-03-30,https://fakejobsite.com/job/783,In 3 months,"Arabic, French, English",1336,On-site
Marketing Manager,Weaver-Cook,Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,CDI,Tataouine,"Data Analysis, SQL, Python",2025-06-16,https://fakejobsite.com/job/784,In 3 months,"English, French, Arabic",1160,Hybrid
Accountant,"Washington, Avery and Mueller",Bac+2,Expérience entre 5 ans et 10 ans,Alternance,Ben Arous,"Java, Data Analysis, Communication, Project Management",2024-04-18,https://fakejobsite.com/job/785,Immediate,"English, French",1363,Hybrid
Software Engineer,Flynn PLC,Formations professionnelles,Débutant < 2 ans,Stage-PFE,Médenine,"Communication, Data Analysis",2024-09-01,https://fakejobsite.com/job/786,Immediate,"French, Arabic, English",1113,Hybrid
Marketing Manager,Mclaughlin-Warren,Bac+4,Moins d'un an,Statutaire,Gafsa,"Data Analysis, Java, Communication, Project Management",2025-10-10,https://fakejobsite.com/job/787,In 1 month,"French, English, Arabic",1028,Hybrid
Marketing Manager,Robinson-Watkins,Bac+3,Plus que 10 ans,Stage,Ben Arous,"Communication, Java, Leadership, Machine Learning, Data Analysis",2026-08-07,https://fakejobsite.com/job/788,Immediate,"Arabic, French",1337,Remote
Accountant,"Sullivan, Lewis and Davidson",Bac+3,Expérience entre 5 ans et 10 ans,Alternance,Monastir,"Data Analysis, Project Management, Leadership",2026-08-28,https://fakejobsite.com/job/789,In 1 month,"French, Arabic",1665,Remote
Nurse,Johnson-Hines,Autres,Plus que 10 ans,CDD,Ariana,"Data Analysis, Java, Communication, Python",2024-12-12,https://fakejobsite.com/job/790,In 3 months,French,882,On-site
Accountant,Mccoy LLC,Bac+2,Expérience entre 2 ans et 5 ans et plus,Unspecified,Siliana,"Python, Java, Machine Learning, Data Analysis, SQL",2026-08-30,https://fakejobsite.com/job/791,In 3 months,"English, Arabic, French",948,On-site
Data Scientist,Calhoun-Gutierrez,Bac+4,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Fonction publique,Gabes,"Leadership, Java",2026-06-13,https://fakejobsite.com/job/792,In 1 month,Arabic,1411,On-site
Accountant,Sanders-Gonzales,Bac+3,Plus que 10 ans,Unspecified,Gafsa,"Java, Leadership, Data Analysis, Communication",2024-02-19,https://fakejobsite.com/job/793,In 3 months,French,1309,Hybrid
Accountant,Gardner-White,Bac+4,Expérience > 10 ans,Fonction publique,Gabes,"Java, SQL, Communication",2024-05-14,https://fakejobsite.com/job/794,Immediate,"English, Arabic, French",2214,Hybrid
Software Engineer,Jenkins-Reyes,Bac,Entre 5 et 10 ans,Indépendant-Freelance,Bizerte,"Leadership, Python, Data Analysis, Java",2025-11-12,https://fakejobsite.com/job/795,In 3 months,"English, Arabic",1312,Remote
Accountant,Davenport-Ross,Qualification avant bac,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Statutaire,Sidi Bouzid,"Java, Data Analysis, SQL",2025-03-10,https://fakejobsite.com/job/796,Immediate,"English, French, Arabic",697,Remote
Marketing Manager,Mcdonald-Hill,Autres,"Etudiant, jeune diplômé",CDD,Gabes,"Python, Leadership",2025-11-10,https://fakejobsite.com/job/797,In 1 month,"French, Arabic, English",1628,On-site
Software Engineer,"Contreras, Pena and Smith",Bac+3,Expérience entre 5 ans et 10 ans,Fonction publique,Abidjan,"Leadership, Communication, Project Management, Java, SQL",2024-10-29,https://fakejobsite.com/job/798,In 1 month,English,1969,Remote
Teacher,Watkins Ltd,Bac+5,Expérience > 10 ans,Alternance,Nabeul,"SQL, Data Analysis, Machine Learning, Project Management, Python",2024-03-28,https://fakejobsite.com/job/799,In 3 months,"French, Arabic, English",2395,Remote
Nurse,Burnett PLC,Formations professionnelles,Plus que 10 ans,CDD,Tataouine,"Project Management, Java, Leadership, Python, Machine Learning",2025-04-10,https://fakejobsite.com/job/800,In 3 months,"English, Arabic, French",905,Remote
Software Engineer,"Schneider, Johnston and Ross",Bac+5,Aucune expérience,Alternance,Sidi Bouzid,"Python, Data Analysis, SQL, Leadership",2025-09-06,https://fakejobsite.com/job/801,Immediate,Arabic,1433,Remote
Data Scientist,Morse-Herrera,Bac+2,Entre 5 et 10 ans,Stage,Sfax,"Communication, Java",2024-11-08,https://fakejobsite.com/job/802,Immediate,"English, French, Arabic",826,Remote
Teacher,"Robertson, Brown and Clark",Bac+4,Expérience entre 5 ans et 10 ans,Stage,Tataouine,"Data Analysis, Communication, Python, Machine Learning, SQL",2024-08-12,https://fakejobsite.com/job/803,In 3 months,"French, Arabic",1859,On-site
Software Engineer,"Rios, Rodriguez and Ingram",Bac+4,Débutant < 2 ans,Unspecified,Médenine,"Leadership, Communication, Python, Project Management",2025-04-07,https://fakejobsite.com/job/804,In 3 months,Arabic,510,On-site
Software Engineer,"Ramirez, Richard and Dudley",Bac+3,Expérience entre 2 ans et 5 ans,Fonction publique,Gafsa,"SQL, Java, Python",2026-07-05,https://fakejobsite.com/job/805,In 1 month,"French, English",1675,Remote
Nurse,"Montgomery, Duran and Watkins",Bac+5,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Fonction publique,Bizerte,"Communication, Java",2026-08-01,https://fakejobsite.com/job/806,In 1 month,French,1133,On-site
Marketing Manager,Ford-Baker,Autres,Entre 2 et 5 ans,Stage-PFE,Nabeul,"SQL, Communication, Machine Learning",2026-09-06,https://fakejobsite.com/job/807,In 1 month,"Arabic, English",1169,Hybrid
Data Scientist,"Smith, Johnson and Mcmillan",Autres,Expérience > 10 ans,Stage,Monastir,"Machine Learning, Data Analysis, Java, Python",2024-06-06,https://fakejobsite.com/job/808,In 3 months,English,2159,Remote
Project Manager,Shah Group,Bac+3,"Etudiant, jeune diplômé et plus",Statutaire,Ben Arous,"SQL, Machine Learning",2024-12-17,https://fakejobsite.com/job/809,In 3 months,French,1436,Hybrid
Project Manager,Jones-Powers,Bac+2,Entre 5 et 10 ans,Statutaire,Gafsa,"Data Analysis, Python, Leadership, SQL, Project Management",2026-04-11,https://fakejobsite.com/job/810,In 3 months,"English, French, Arabic",1406,On-site
Software Engineer,Turner Ltd,Autres,Expérience entre 5 ans et 10 ans,Saisonnier,Sousse,"Machine Learning, SQL",2024-03-04,https://fakejobsite.com/job/811,In 1 month,"French, English",2070,On-site
Accountant,Smith-Brown,Bac+5,"Etudiant, jeune diplômé & Débutant < 2 ans",Saisonnier,Kairouan,"Project Management, Python, SQL, Java, Machine Learning",2025-09-18,https://fakejobsite.com/job/812,In 3 months,"French, English, Arabic",1259,Hybrid
Data Scientist,"Powers, Snyder and Foley",Bac+2,Expérience entre 2 ans et 5 ans et plus,Indépendant-Freelance,Le Kef,"Java, Project Management, Python, Data Analysis",2026-05-06,https://fakejobsite.com/job/813,Immediate,English,1249,On-site
Teacher,Barrett-Bush,Formations professionnelles,Expérience > 10 ans,Stage,Tataouine,"Leadership, Project Management, Communication, Data Analysis, Python",2025-10-07,https://fakejobsite.com/job/814,In 3 months,French,902,Remote
Accountant,"Castro, Edwards and Mooney",Qualification avant bac,Expérience entre 5 ans et 10 ans,Alternance,Siliana,"Data Analysis, Leadership, Project Management, SQL, Java",2024-03-05,https://fakejobsite.com/job/815,In 3 months,"Arabic, French, English",1392,Hybrid
Accountant,"Cox, Martinez and Ferguson",Bac+3,Expérience > 10 ans,Alternance,Tunis,"Python, Data Analysis, Project Management, Communication, SQL",2025-05-03,https://fakejobsite.com/job/816,In 3 months,French,2867,Remote
Data Scientist,Jones-Randall,Bac+4,Expérience entre 2 ans et 5 ans,Intérim,Tataouine,"Machine Learning, Leadership, Python",2026-03-30,https://fakejobsite.com/job/817,In 3 months,"English, Arabic",1192,Hybrid
Marketing Manager,Rosario-Anderson,Bac+3,Expérience entre 2 ans et 5 ans,CDD,Monastir,"Java, Python, Communication",2026-01-13,https://fakejobsite.com/job/818,In 3 months,English,835,On-site
Software Engineer,Hensley Inc,Bac,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,SIVP,Tataouine,"SQL, Leadership, Machine Learning, Java",2026-03-04,https://fakejobsite.com/job/819,Immediate,English,1515,Hybrid
Software Engineer,"Johnson, Gonzalez and Owens",Bac+3,Débutant < 2 ans et plus,Unspecified,Monastir,"SQL, Leadership",2024-03-25,https://fakejobsite.com/job/820,Immediate,"French, Arabic, English",1364,Hybrid
Software Engineer,"Jones, Brown and Powell",Bac+5,Expérience > 10 ans,Saisonnier,Tozeur,"Leadership, Machine Learning, Java, Project Management, Data Analysis",2024-08-01,https://fakejobsite.com/job/821,In 3 months,English,2517,Remote
Software Engineer,"Strong, Ashley and Sanders",Bac,Expérience entre 5 ans et 10 ans,Unspecified,Sfax,"SQL, Leadership",2026-04-30,https://fakejobsite.com/job/822,In 1 month,"English, French, Arabic",1346,On-site
Project Manager,Johnson Ltd,Bac+3,Expérience > 10 ans,Fonction publique,Zaghouan,"Data Analysis, Python",2024-08-23,https://fakejobsite.com/job/823,In 3 months,"English, French",1932,Remote
Software Engineer,"Wilson, Moyer and Stewart",Bac+3,Moins d'un an,Indépendant-Freelance,Sidi Bouzid,"Data Analysis, Java, SQL, Communication, Machine Learning",2025-07-11,https://fakejobsite.com/job/824,In 3 months,"English, French, Arabic",1280,On-site
Project Manager,Webb-Phillips,Bac+3,Entre 2 et 5 ans,Statutaire,Gafsa,"SQL, Python",2025-11-15,https://fakejobsite.com/job/825,In 3 months,"English, French",984,Remote
Project Manager,Mullins-Flores,Formations professionnelles,Moins d'un an,SIVP,Le Kef,"Project Management, SQL, Communication, Java, Data Analysis",2026-07-03,https://fakejobsite.com/job/826,In 1 month,"French, Arabic, English",1057,Hybrid
Marketing Manager,Marshall PLC,Bac+3,"Etudiant, jeune diplômé - Débutant < 2 ans",CDI,Abidjan,"Java, Python, Project Management, Machine Learning",2025-02-22,https://fakejobsite.com/job/827,In 1 month,French,797,Remote
Software Engineer,Wilson PLC,Bac+3,Expérience entre 2 ans et 5 ans et plus,Indépendant-Freelance,DAKAR,"Communication, SQL, Data Analysis, Machine Learning, Project Management",2026-04-26,https://fakejobsite.com/job/828,In 1 month,"Arabic, French",1114,On-site
Nurse,"Myers, Owens and Simmons",Bac+5,"Etudiant, jeune diplômé & Débutant < 2 ans",CDI,Kairouan,"SQL, Python",2025-06-11,https://fakejobsite.com/job/829,Immediate,"Arabic, English",1746,On-site
Teacher,Welch Inc,Bac+3,Expérience entre 5 ans et 10 ans,Temps partiel,Ben Arous,"Data Analysis, Java, Machine Learning, Communication, Python",2025-10-23,https://fakejobsite.com/job/830,In 1 month,"Arabic, French",1506,Hybrid
Accountant,"Meadows, Jenkins and Waters",Bac+3,Entre 1 et 2 ans,Stage,Siliana,"Java, SQL",2024-11-05,https://fakejobsite.com/job/831,Immediate,"English, French",1734,On-site
Project Manager,Cantrell-Lee,Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI,International,"Communication, Project Management, Data Analysis, SQL",2024-12-08,https://fakejobsite.com/job/832,Immediate,Arabic,815,Remote
Data Scientist,Robinson Ltd,Bac+2,Moins d'un an,CDI,Monastir,"Leadership, Python, Java, Data Analysis, Project Management",2025-09-29,https://fakejobsite.com/job/833,In 1 month,Arabic,1034,Hybrid
Data Scientist,Yang-Brown,Bac+2,Entre 5 et 10 ans,Unspecified,International,"SQL, Python, Project Management",2026-09-07,https://fakejobsite.com/job/834,In 1 month,"English, French, Arabic",935,On-site
Teacher,Calderon-Madden,Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Temps partiel,International,"Project Management, Python, Communication, Leadership",2025-08-14,https://fakejobsite.com/job/835,In 1 month,"English, French",1160,On-site
Data Scientist,Cox Group,Bac+3,Expérience entre 2 ans et 5 ans et plus,Stage-PFE,Tataouine,"Communication, Python, Data Analysis, Leadership",2024-06-16,https://fakejobsite.com/job/836,Immediate,"French, Arabic, English",1428,Remote
Nurse,"Mills, Brown and Shah",Formations professionnelles,"Etudiant, jeune diplômé - Débutant < 2 ans",Stage-PFE,Ariana,"Machine Learning, SQL, Project Management, Python",2025-04-27,https://fakejobsite.com/job/837,In 3 months,"English, French, Arabic",853,Remote
Data Scientist,Newton-Green,Bac+3,"Etudiant, jeune diplômé et plus",Stage-PFE,Gafsa,"Data Analysis, Leadership, Communication",2024-05-06,https://fakejobsite.com/job/838,In 1 month,"Arabic, French, English",1085,Hybrid
Accountant,Mann Inc,Bac+4,Expérience > 10 ans,Stage,Siliana,"Communication, Data Analysis, Leadership, Project Management, Python",2025-09-01,https://fakejobsite.com/job/839,In 1 month,"French, English",2084,On-site
Accountant,Burton Ltd,Bac+4,Expérience > 10 ans,SIVP,Zaghouan,"Leadership, Java, Project Management",2025-09-02,https://fakejobsite.com/job/840,In 1 month,English,1853,Remote
Project Manager,Wallace and Sons,Bac,Expérience entre 2 ans et 5 ans,Indépendant-Freelance,Ben Arous,"Communication, SQL, Python, Machine Learning, Java",2025-02-13,https://fakejobsite.com/job/841,Immediate,"English, French, Arabic",1441,Hybrid
Software Engineer,Padilla Group,Bac+4,Expérience entre 2 ans et 5 ans et plus,Indépendant-Freelance,TRIPOLI,"Machine Learning, Communication",2024-02-06,https://fakejobsite.com/job/842,Immediate,"Arabic, English",944,On-site
Marketing Manager,"Reed, Maxwell and Hernandez",Bac+2,Entre 2 et 5 ans,Fonction publique,Tozeur,"Data Analysis, SQL, Machine Learning, Communication, Python",2024-06-25,https://fakejobsite.com/job/843,In 3 months,"French, English, Arabic",1082,On-site
Nurse,"Moreno, Neal and Williams",Autres,Débutant < 2 ans et plus,Stage-PFE,Abidjan,"Project Management, SQL, Java",2024-05-05,https://fakejobsite.com/job/844,In 1 month,"Arabic, French",1382,Hybrid
Project Manager,"Sanchez, Dawson and Smith",Bac+2,"Etudiant, jeune diplômé et plus",Stage,Gafsa,"Project Management, Python",2024-09-09,https://fakejobsite.com/job/845,Immediate,"French, English, Arabic",697,Hybrid
Nurse,Smith-Williams,Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Fonction publique,Le Kef,"Python, Data Analysis, Communication, Java, SQL",2025-11-22,https://fakejobsite.com/job/846,In 3 months,"Arabic, English, French",1018,Remote
Software Engineer,Sawyer-Griffin,Bac+1,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDD,Zaghouan,"Leadership, Machine Learning, Project Management, Python",2025-06-23,https://fakejobsite.com/job/847,In 1 month,English,646,On-site
Data Scientist,Harper LLC,Autres,Aucune expérience,Fonction publique,Kairouan,"Project Management, Data Analysis",2024-10-15,https://fakejobsite.com/job/848,Immediate,"English, French",987,On-site
Data Scientist,Thompson-Obrien,Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Unspecified,Kairouan,"Leadership, Java, Project Management, Machine Learning, Data Analysis",2025-11-29,https://fakejobsite.com/job/849,In 1 month,"English, French",1547,On-site
Marketing Manager,"Moses, Pearson and Mann",Bac+4,"Etudiant, jeune diplômé - Débutant < 2 ans",Unspecified,Nabeul,"Data Analysis, SQL, Leadership, Python",2026-06-21,https://fakejobsite.com/job/850,In 1 month,"Arabic, French, English",1159,Hybrid
Software Engineer,"Rogers, Rice and Black",Bac,"Etudiant, jeune diplômé - Débutant < 2 ans",SIVP,DAKAR,"Python, Project Management, Leadership, Java",2026-05-22,https://fakejobsite.com/job/851,Immediate,English,891,Remote
Project Manager,Jenkins-Zamora,Bac+5,Expérience entre 5 ans et 10 ans,Saisonnier,Ariana,"Project Management, Communication, Java",2024-03-16,https://fakejobsite.com/job/852,Immediate,Arabic,1669,On-site
Marketing Manager,Robinson-Sanchez,Bac+3,Aucune expérience,CDI,Sousse,"Machine Learning, Communication, Project Management",2026-06-02,https://fakejobsite.com/job/853,Immediate,Arabic,902,Hybrid
Software Engineer,"Lewis, Williams and Barnes",Formations professionnelles,Aucune expérience,Stage-PFE,Le Kef,"Python, Project Management",2024-10-01,https://fakejobsite.com/job/854,In 1 month,"Arabic, French",819,On-site
Teacher,"Horn, Hernandez and Hicks",Bac+2,Expérience > 10 ans,Temps partiel,Abidjan,"Data Analysis, Machine Learning, Python",2025-05-16,https://fakejobsite.com/job/855,In 1 month,"French, English, Arabic",1991,Remote
Accountant,Kaufman-Wagner,Bac+2,Plus que 10 ans,Saisonnier,Le Kef,"Machine Learning, Leadership, Data Analysis",2025-03-15,https://fakejobsite.com/job/856,In 3 months,"Arabic, English",932,On-site
Marketing Manager,"Madden, Peters and Roberson",Bac,Entre 5 et 10 ans,Statutaire,Tataouine,"SQL, Project Management, Data Analysis, Leadership",2025-10-24,https://fakejobsite.com/job/857,In 1 month,"French, Arabic",1142,Remote
Marketing Manager,Lee-Pope,Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Fonction publique,Ariana,"Project Management, Leadership, Data Analysis, Machine Learning",2025-12-26,https://fakejobsite.com/job/858,Immediate,"English, Arabic",1125,Remote
Project Manager,Frazier PLC,Bac+3,Plus que 10 ans,Stage,Gabes,"Java, Python, Machine Learning, Data Analysis, Communication",2025-07-16,https://fakejobsite.com/job/859,In 1 month,"Arabic, French",1005,On-site
Nurse,Wall and Sons,Bac,Débutant < 2 ans,CDI,Ben Arous,"Java, Project Management, Python, Data Analysis",2025-12-05,https://fakejobsite.com/job/860,In 3 months,"Arabic, English",854,On-site
Teacher,"Phillips, Wilson and Frey",Bac+5,Entre 5 et 10 ans,Indépendant-Freelance,Gafsa,"Communication, SQL, Data Analysis, Leadership",2024-08-20,https://fakejobsite.com/job/861,In 3 months,"Arabic, English",1539,Remote
